date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,risk_management_investment,guarantee_investment,loan_investment,equity_investment,total_investment
2014-08-29T00:00:00Z,Eastern Europe Region,EER,"Tourism, Retail, and Property",ESIP Kaymu,35214,Digital Services Xvi SARL,Completed,NA,NA,NA,12.47,12.47
2014-08-28T00:00:00Z,India,IND,Infrastructure,Azure Clean,35058,AZURE CLEAN ENERGY PRIVATE LIMITED,Completed,NA,NA,13.94,NA,13.94
2014-08-27T00:00:00Z,Sri Lanka,SRI,"Tourism, Retail, and Property",Cargills Foods Company (Private) Limited,33477,CARGILLS QUALITY FOODS LIMITED,Active,NA,NA,NA,20,20
2014-08-26T00:00:00Z,Uganda,UAN,"Telecommunications, Media, and Technology",Eaton Uganda II,35366,EATON TOWERS UGANDA LTD,Completed,NA,NA,20,NA,20
2014-08-21T00:00:00Z,Nigeria,NIR,"Telecommunications, Media, and Technology",IHS Nigeria 2,35725,IHS NIGERIA LIMITED,Completed,NA,NA,50,NA,50
2014-08-18T00:00:00Z,Brazil,BRA,Agribusiness and Forestry,Usina Delta S.A.,34394,Delta Sucroenergia S/A,Active,NA,NA,40,NA,40
2014-08-18T00:00:00Z,Kenya,KEN,Financial Institutions,NIC Bank Limited,35372,NIC BANK KENYA PLC,Active,NA,NA,55,NA,55
2014-08-15T00:00:00Z,Honduras,HDS,Infrastructure,Pacifico Solar,34975,"Participaciones Choluteca Dos, S.A.",Active,NA,NA,46,NA,46
2014-08-12T00:00:00Z,Kazakhstan,KAZ,Financial Institutions,KMF,34328,MICROFINANCE ORGANIZATION KMF LLC,Active,NA,NA,5,NA,5
2014-08-12T00:00:00Z,Ukraine,UKR,Agribusiness and Forestry,Nyva,34421,OOO SP NYVA PEREYASLAVSHCHYNY,Active,NA,NA,25,NA,25
2014-08-11T00:00:00Z,Philippines,PHL,Infrastructure,Thomas Lloyd RE,34754,BRONZEOAK PHILIPPINES INC,Pending Approval,NA,NA,104.7,NA,104.7
2014-08-11T00:00:00Z,Ethiopia,ETH,Agribusiness and Forestry,Ethiop Coffee II,35023,Ethiopian Coffee Initiative,Completed,NA,9.01,NA,NA,9.01
2014-08-06T00:00:00Z,World Region,WLD,Infrastructure,MSC Shipmanagement Limited,35174,MSC SHIPMANAGEMENT LIMITED,Active,NA,NA,150,NA,150
2014-08-01T00:00:00Z,Colombia,CLM,Financial Institutions,DARP New Credit II,35061,DARP SPV NEW CREDIT II,Active,NA,NA,30,NA,30
2014-08-01T00:00:00Z,Jordan,JOR,Infrastructure,Jordan Solar One,35479,JORDAN SOLAR ONE (CAYMAN) JORDAN PSC,Active,NA,NA,22.5,NA,22.5
2014-07-30T00:00:00Z,World Region,WLD,Agribusiness and Forestry,Nidera-COFCO,34737,Nidera B.V.,Active,NA,NA,NA,60,60
2014-07-30T00:00:00Z,World Region,WLD,Agribusiness and Forestry,Noble-COFCO,34738,COFCO AGRI LIMITED,Active,NA,NA,NA,80,80
2014-07-29T00:00:00Z,Romania,ROM,Agribusiness and Forestry,Smithfield Roman,34984,SMITHFIELD ROMANIA SRL,Active,NA,NA,60,NA,60
2014-07-24T00:00:00Z,Brazil,BRA,"Telecommunications, Media, and Technology",Seaborn II,34986,"SEABORN NETWORKS GROUP, INC",Hold,NA,NA,NA,NA,NA
2014-07-23T00:00:00Z,Thailand,THL,Financial Institutions,TMB RSF,35414,TMB BANK PUBLIC COMPANY LIMITED,Active,NA,70.44,NA,NA,70.44
2014-07-17T00:00:00Z,Latin America Region,LAC,"Telecommunications, Media, and Technology",Grupo ASSA II,34426,GRUPO ASSA CORP,Active,NA,NA,8,NA,8
2014-07-17T00:00:00Z,Africa Region,AFR,Health and Education,Abraaj Africa Fund III,34951,Abraaj Investment Management Limited,Active,NA,NA,NA,50,50
2014-07-14T00:00:00Z,Mozambique,MOZ,Infrastructure,Central Termica de Ressano Garcia,33020,CENTRAL TERMICA DE RESSANO GARCIA SA,Active,2,NA,57.95,NA,59.95
2014-07-14T00:00:00Z,Romania,ROM,Financial Institutions,GarantiLeasingRO,34577,MOTORACTIVE IFN SA,Active,NA,NA,9.23,NA,9.23
2014-07-11T00:00:00Z,Turkey,TUR,Health and Education,Kayseri Health,31029,ATM SAGLIK KAYSERI YATIRIM VE ISLETME ANONIM SIRKETI,Active,2,NA,43.66,NA,45.66
2014-07-11T00:00:00Z,World Region,WLD,Financial Institutions,IFC Global Emerging Markets Fund of Funds,34809,"IFC GLOBAL EMERGING MARKETS FUND OF FUNDS, LP",Active,NA,NA,NA,150,150
2014-07-07T00:00:00Z,Colombia,CLM,Health and Education,Centro Hospitalario Serena del Mar (CHSDM),31477,CENTRO HOSPITALARIO SERENA DEL MAR SA,Active,NA,NA,20,NA,20
2014-07-07T00:00:00Z,Turkey,TUR,Infrastructure,ACWA Kirikkale,35395,ACWA GUC ELEKTRIK ISLETME VE YONETIM SANAYI VE TICARET ANONIM SIRKETI,Active,NA,NA,125,NA,125
2014-07-07T00:00:00Z,Jordan,JOR,Infrastructure,Arabia One Solar,35474,ARABIA ONE FOR CLEAN ENERGY INVESTMENTS,Active,NA,NA,11.8,NA,11.8
2014-07-03T00:00:00Z,Jordan,JOR,Infrastructure,Shamsuna PV,35460,SHAMSUNA POWER COMPANY LLC.,Active,NA,NA,9.85,NA,9.85
2014-07-03T00:00:00Z,Jordan,JOR,Infrastructure,Adenium Jordan-1,35467,ZAHRAT AL-SALAM FOR ENERGY GENERATION PSC,Active,NA,NA,41.2,NA,41.2
2014-07-03T00:00:00Z,Jordan,JOR,Infrastructure,Falcon PV,35483,FALCON MA'AN SOLAR POWER LLC,Active,NA,NA,13.1,NA,13.1
2014-07-02T00:00:00Z,Turkey,TUR,Financial Institutions,YKL Sustainable,33950,YAPI KREDI FINANSAL KIRALAMA ANONIM ORTAKLIGI,Active,NA,NA,64,NA,64
2014-07-02T00:00:00Z,Ethiopia,ETH,"Tourism, Retail, and Property",MM Ethiopia Soap,33983,MM Ethiopia JV,Completed,NA,NA,NA,NA,NA
2014-07-02T00:00:00Z,Pakistan,PAK,"Oil, Gas, and Mining",Elengy Terminal,34603,ENGRO ELENGY TERMINAL PAKISTAN LIMITED,Active,NA,NA,20,15,35
2014-06-30T00:00:00Z,Brazil,BRA,Infrastructure,HDB,34846,HIDROVIAS DO BRASIL SA,Active,NA,NA,NA,30,30
2014-06-27T00:00:00Z,Panama,PAN,Infrastructure,Penonome Wind,34810,"UEP Penonome II, S.A.",Active,3,NA,66,20,89
2014-06-27T00:00:00Z,Jamaica,JAM,Infrastructure,BMR Wind,35081,BMR Jamaica Wind Limited,Active,NA,NA,10,NA,10
2014-06-26T00:00:00Z,MENA Region,EMN,Financial Institutions,Commercial Intelligence,33968,Commercial Intelligence Funds Group,Completed,NA,NA,NA,NA,NA
2014-06-26T00:00:00Z,Netherlands,NET,Agribusiness and Forestry,Ballarpur International Graphic Paper Holdings B.V.,34602,Bilt Paper B.V.,Active,NA,NA,75,100,175
2014-06-24T00:00:00Z,Turkey,TUR,Health and Education,Adana Health,34358,ADN PPP SAGLIK YATIRIM ANONIM SIRKETI,Active,2.5,NA,46.16,NA,48.66
2014-06-23T00:00:00Z,China,CHA,Financial Institutions,Hollysys,34330,"HOLLYSYS AUTOMATION TECHNOLOGIES, LTD.",Completed,NA,NA,20,NA,20
2014-06-19T00:00:00Z,Brazil,BRA,Infrastructure,Divitia FIM CrÃ©dito Privado,34847,DIVITIA INVESTIMENTOS LTDA,Hold,NA,NA,40,NA,40
2014-06-18T00:00:00Z,China,CHA,Agribusiness and Forestry,Fenglin II,35042,"Guangxi Fenglin Wood Industry Group Co., Ltd.",Active,NA,NA,30.21,NA,30.21
2014-06-16T00:00:00Z,Iraq,IRQ,Agribusiness and Forestry,Al Safi Danone Iraq LLC,34376,AL SAFI DANONE IRAQ,Active,NA,NA,18,NA,18
2014-06-16T00:00:00Z,South Africa,SOU,Financial Institutions,DARP SPV Nimble,34798,NIMBLE INTERNATIONAL,Pending Approval,NA,NA,75,12.4,87.4
2014-06-13T00:00:00Z,MENA Region,EMN,"Oil, Gas, and Mining",Abraaj North Africa Fund II,34823,ABRAAJ NORTH AFRICA FUND II LP,Active,NA,NA,NA,20,20
2014-06-11T00:00:00Z,China,CHA,Infrastructure,MTI Environment,33670,MTI ENVIRONMENT GROUP LTD,Completed,NA,NA,NA,4,4
2014-06-10T00:00:00Z,Rwanda,RWA,Agribusiness and Forestry,Africa Improved Foods Limited,34396,Koninklijke DSM N.V.,Active,NA,NA,7,1,8
2014-06-02T00:00:00Z,India,IND,Infrastructure,Powergrid Equity,34442,POWER GRID CORPORATION OF INDIA LIMITED,Active,NA,NA,NA,199.11,199.11
2014-06-02T00:00:00Z,Kyrgyz Republic,KGZ,Manufacturing,Avtomash,34518,Automash-Radiator LLC,Hold,NA,NA,NA,NA,NA
2014-05-30T00:00:00Z,Brazil,BRA,Financial Institutions,Itau Clim. Smart,34525,ITAU UNIBANCO SA,Active,NA,NA,100,NA,100
2014-05-30T00:00:00Z,Colombia,CLM,Financial Institutions,Davivienda TII,34860,BANCO DAVIVIENDA S A,Active,NA,NA,NA,NA,NA
2014-05-29T00:00:00Z,Mali,MLI,Financial Institutions,MC Mali,34765,BAOBAB MALI,Active,NA,NA,2.7,1.3,4
2014-05-29T00:00:00Z,India,IND,Health and Education,Jubilant Pharma,35027,JUBILANT PHARMA LIMITED,Active,NA,NA,110,NA,110
2014-05-28T00:00:00Z,Eastern Europe Region,EER,Agribusiness and Forestry,Soufflet 2,34759,SOUFFLET FINANCES,Active,NA,NA,81.9,NA,81.9
2014-05-28T00:00:00Z,Georgia,GEO,Agribusiness and Forestry,Kvarlis Baga,34907,Kvarlis Baga LTD,Completed,NA,NA,2,NA,2
2014-05-27T00:00:00Z,India,IND,"Tourism, Retail, and Property",SAMHI,34227,SAMHI HOTELS PRIVATE LIMITED,Active,NA,NA,20.95,NA,20.95
2014-05-27T00:00:00Z,Georgia,GEO,Agribusiness and Forestry,Tbilvino II,35109,TBILVINO JSC,Active,NA,NA,2,NA,2
2014-05-27T00:00:00Z,India,IND,Financial Institutions,PNB HFL,35226,P N B Housing Finance Limited,Active,NA,NA,50,35,85
2014-05-23T00:00:00Z,Africa Region,AFR,Infrastructure,"Helios Investors III, L.P.",34569,HELIOS INVESTORS III LP,Active,NA,NA,NA,25,25
2014-05-23T00:00:00Z,Georgia,GEO,Manufacturing,The Ksani II,34591,JSC Saatksio Szagadoeba MINA,Active,NA,NA,10,NA,10
2014-05-23T00:00:00Z,Ecuador,ECU,Financial Institutions,Pichincha Senior,34649,Banco Pichincha CA,Completed,NA,NA,30,NA,30
2014-05-23T00:00:00Z,Haiti,HAI,Health and Education,Codevi II,34687,Grupo M SA,Active,NA,NA,10,NA,10
2014-05-22T00:00:00Z,China,CHA,"Telecommunications, Media, and Technology",Aihuishou,35160,AiHuiShou International Co Ltd,Active,NA,NA,NA,5,5
2014-05-16T00:00:00Z,Russian Federation,RUS,"Tourism, Retail, and Property",Globus Russia,33535,OOO HYPERGLOBUS,Hold,NA,NA,NA,NA,NA
2014-05-16T00:00:00Z,Mauritania,MTA,Agribusiness and Forestry,Tiviski S.A.R.L,33704,TIVISKI SA,Pending Approval,NA,NA,4.76,NA,4.76
2014-05-16T00:00:00Z,Liberia,LIB,"Oil, Gas, and Mining",New Liberty Gold Project,34785,BEA MOUNTAIN MINING CORPORATION,Completed,NA,NA,NA,19.17,19.17
2014-05-16T00:00:00Z,Tajikistan,TJK,Financial Institutions,FMBT loan 2,34997,The First MicroFinanceBank CJSC,Completed,NA,NA,2.5,NA,2.5
2014-05-15T00:00:00Z,Latin America Region,LAC,Agribusiness and Forestry,AMERRA Latin America Finance LLP,35170,AMERRA LATIN AMERICA FINANCE LLC,Completed,NA,NA,10,NA,10
2014-05-14T00:00:00Z,Romania,ROM,Financial Institutions,Raiffeisen Bank Romania Bond,33830,RAIFFEISEN BANK SA,Completed,NA,NA,30.97,NA,30.97
2014-05-13T00:00:00Z,Chile,CHL,Infrastructure,Luz del Norte,34405,Parque Fotovoltaico Luz del Norte SpA,Active,NA,NA,60,NA,60
2014-05-13T00:00:00Z,Haiti,HAI,Financial Institutions,Sogebank Sr Loan,34672,Societe Generale Haitienne de Banque SA,Completed,NA,NA,25,NA,25
2014-05-12T00:00:00Z,Brazil,BRA,Financial Institutions,Austral,34766,AUSTRAL PARTICIPACOES SA,Active,NA,NA,NA,41.55,41.55
2014-05-12T00:00:00Z,Malawi,MAL,Agribusiness and Forestry,Malawi Mangoes,34816,MALAWI MANGOES (Mauritius) LIMITED,Active,NA,NA,5,NA,5
2014-05-08T00:00:00Z,South Africa,SOU,Agribusiness and Forestry,IHS-SA,31851,"IHS FUND II SA COLLECTOR, L.P.",Active,NA,NA,NA,25,25
2014-05-08T00:00:00Z,Myanmar,BUA,Financial Institutions,Yoma Equity,34178,YOMA BANK LIMITED,Active,NA,5,5,0,10
2014-05-07T00:00:00Z,Africa Region,AFR,"Oil, Gas, and Mining",Africinvest Fund III LLC,34234,AFRICINVEST FUND III LLC,Active,NA,NA,NA,24.57,24.57
2014-05-07T00:00:00Z,Brazil,BRA,Financial Institutions,BBM Agri,34243,BANCO BOCOM BBM S.A.,Completed,NA,NA,50,NA,50
2014-05-03T00:00:00Z,Kenya,KEN,Agribusiness and Forestry,Bidco Bev. & Det,33385,BIDCO AFRICA LIMITED,Active,NA,NA,23,NA,23
2014-05-02T00:00:00Z,South Africa,SOU,Agribusiness and Forestry,Bakhresa SA (Pty) Limited,33327,BAKHRESA SA (PTY) LTD,Active,NA,NA,25,NA,25
2014-05-02T00:00:00Z,World Region,WLD,Financial Institutions,APRM II BNPP,33656,RSF BNP Paribas Commodity Futures Limited,Completed,NA,100,NA,NA,100
2014-05-02T00:00:00Z,South Africa,SOU,Infrastructure,Xina Solar One (Pty) Ltd,34051,Xina Solar One RF (Pty) Ltd,Active,5,NA,47.15,NA,52.15
2014-05-02T00:00:00Z,Moldova,MDA,Financial Institutions,GTST transoil,34474,Aragvi Holding International Limited,Completed,NA,NA,35,NA,35
2014-05-02T00:00:00Z,Colombia,CLM,Financial Institutions,Kandeo Fund II L.P,34990,KANDEO FUND II (B) LP,Active,NA,NA,NA,20,20
2014-05-01T00:00:00Z,Senegal,SEN,Infrastructure,SENAC 2,33098,SOCIETE EIFFAGE DE LA NOUVELLE AUTOROUTE CONCEDEE,Active,NA,NA,35.22,NA,35.22
2014-05-01T00:00:00Z,Russian Federation,RUS,Financial Institutions,SDM Loan,34481,COMMERCIAL BANK SDM-BANK Open Joint-Stock Company,Completed,NA,NA,NA,NA,NA
2014-04-30T00:00:00Z,Central Asia Region,CAS,Health and Education,Labnet CIS,32785,MedLab CoÃ¶peratief U.A.,Hold,NA,NA,5,7.5,12.5
2014-04-30T00:00:00Z,Nigeria,NIR,Health and Education,Eagle Eye Echo-Scan,33951,ECHO SCAN SERVICES LIMITED,Active,NA,NA,0,11.6,11.6
2014-04-30T00:00:00Z,Vietnam,VNM,Infrastructure,Mekong Enterprise Fund III L.P.,34408,Mekong Enterprise Fund III Limited Partnership,Active,NA,NA,NA,15,15
2014-04-30T00:00:00Z,MENA Region,EMN,"Telecommunications, Media, and Technology",SAB SAS,34886,SAB SAS,Active,NA,NA,NA,13.19,13.19
2014-04-29T00:00:00Z,Nicaragua,NIC,Health and Education,Metropolitano II,33779,Hospital Metropolitano Vivian Pellas,Active,NA,NA,4.35,NA,4.35
2014-04-29T00:00:00Z,Paraguay,PAR,Financial Institutions,BBVA PY CL II,35007,BANCO BILBAO VIZCAYA ARGENTARIA PARAGUAY S.A.,Completed,NA,NA,40,NA,40
2014-04-28T00:00:00Z,Lao People's Democratic Republic,LAO,Financial Institutions,BFL RSF,32726,BFL SME RISK SHARING FACILITY,Active,NA,5,NA,NA,5
2014-04-28T00:00:00Z,Brazil,BRA,"Oil, Gas, and Mining",Borborema,34022,CRUSADER RESOURCES LIMITED,Completed,NA,NA,NA,6.49,6.49
2014-04-28T00:00:00Z,Jordan,JOR,Infrastructure,Queen Alia II,34536,AIRPORT INTERNATIONAL GROUP,Active,NA,NA,21.2,NA,21.2
2014-04-28T00:00:00Z,Haiti,HAI,Infrastructure,"Port Lafito, S.A.",34593,PORT LAFITO S A,Active,NA,NA,12,2.97,14.97
2014-04-25T00:00:00Z,Cote d'Ivoire,IVC,Financial Institutions,Bridge Bank Group Cote d'Ivoire,33491,BRIDGE BANK GROUP COTE D'IVOIRE,Pending Approval,NA,NA,6.81,3.5,10.31
2014-04-25T00:00:00Z,Colombia,CLM,"Oil, Gas, and Mining",PacificMidstream,34553,PACIFIC MIDSTREAM LTD,Active,NA,NA,NA,80,80
2014-04-25T00:00:00Z,India,IND,"Telecommunications, Media, and Technology",Tikona Broadband,34980,TIKONA DIGITAL NETWORKS PRIVATE LIMITED,Active,NA,NA,25,0,25
2014-04-25T00:00:00Z,Cambodia,KAM,Financial Institutions,Prasac Sr Loan 2,34993,PRASAC MICROFINANCE INSTITUTION LIMITED,Completed,NA,NA,10,NA,10
2014-04-24T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCSS Prime Bank BSLF III,33669,PRIME BANK LTD.,Completed,NA,NA,20,NA,20
2014-04-24T00:00:00Z,Bosnia and Herzegovina,BIH,Financial Institutions,MF Banka SL,33754,MF BANKA AKCIONARSKO DRUSTVO,Completed,NA,NA,5.35,NA,5.35
2014-04-24T00:00:00Z,Turkey,TUR,Health and Education,Recordati Ilac,34448,RECORDATI ILAÃ‡ SAN.VE TIC. A.S.,Active,NA,NA,34.03,NA,34.03
2014-04-23T00:00:00Z,China,CHA,Financial Institutions,Yi Ming China Fund,34122,CMIA CAPITAL PARTNERS PTE. LTD.,Active,NA,NA,NA,15,15
2014-04-21T00:00:00Z,Ukraine,UKR,Agribusiness and Forestry,MHP Corporate Loan,34041,"Myronivsky Khliboprodukt, Publichne AT",Active,NA,NA,100,NA,100
2014-04-21T00:00:00Z,Paraguay,PAR,Agribusiness and Forestry,Agrotec Extension,34095,AGRIHOLD MANAGEMENT CORP,Completed,NA,NA,110,NA,110
2014-04-21T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCSS Eastern II,35054,EASTERN BANK LIMITED,Completed,NA,NA,30,NA,30
2014-04-18T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCSS BRAC II,35053,BRAC BANK LIMITED,Completed,NA,NA,40,NA,40
2014-04-17T00:00:00Z,Mexico,MXC,Infrastructure,Tuxpan,32817,Tuxpan Port Terminal SA de CV,Active,NA,NA,75,NA,75
2014-04-17T00:00:00Z,Sri Lanka,SRI,Manufacturing,MAS Capital (Private) Limited,34652,MAS CAPITAL (PRIVATE) LIMITED,Active,NA,NA,30,NA,30
2014-04-17T00:00:00Z,Indonesia,INS,Financial Institutions,IIF A&B Loan,34837,PT INDONESIA INFRASTRUCTURE FINANCE,Completed,NA,NA,30,NA,30
2014-04-16T00:00:00Z,Ghana,GHA,Financial Institutions,Access Ghana,33037,ACCESS BANK (GHANA) PLC,Pending Approval,NA,NA,30,NA,30
2014-04-16T00:00:00Z,"Congo, Democratic Republic of",ZAI,Agribusiness and Forestry,Terra AMC,34451,Terra S.A.R.L,Active,NA,NA,18,NA,18
2014-04-15T00:00:00Z,World Region,WLD,Financial Institutions,RA Energy Access Fund,31386,"RESPONSABILITY ENERGY ACCESS FUND S.A., SICAV SIF",Active,NA,NA,10,0,10
2014-04-15T00:00:00Z,Peru,PER,Financial Institutions,BanBif Subdebt,34799,Banco Interamericano de Finanzas,Active,NA,NA,NA,NA,NA
2014-04-14T00:00:00Z,World Region,WLD,"Tourism, Retail, and Property",Auchan Global I,34888,AUCHAN HOLDING SA,Hold,NA,NA,304.24,41.49,345.73
2014-04-14T00:00:00Z,Africa Region,AFR,"Telecommunications, Media, and Technology",Helios Towers Africa Ltd,34963,HELIOS TOWERS AFRICA LLP,Active,NA,NA,NA,35,35
2014-04-11T00:00:00Z,Tajikistan,TJK,"Telecommunications, Media, and Technology",TCell,34211,Indigo Tadzhikistan ZAO,Active,2,NA,30,NA,32
2014-04-11T00:00:00Z,Nigeria,NIR,Financial Institutions,FCMB III,34220,FIRST CITY MONUMENT BANK LIMITED.,Active,NA,NA,50,NA,50
2014-04-11T00:00:00Z,Sri Lanka,SRI,Infrastructure,Emerald Sri Lanka Fund I Limited,34483,Emerald Sri Lanka Fund I Limited,Active,NA,NA,NA,10,10
2014-04-11T00:00:00Z,Bangladesh,BAN,Financial Institutions,Working Capital Systemic Solutions - Southeast Bank 2,35055,SOUTHEAST BANK LIMITED,Completed,NA,NA,15,NA,15
2014-04-10T00:00:00Z,Brazil,BRA,Infrastructure,Vix Logistica,33782,VIX LOGISTICA S/A.,Active,NA,NA,NA,76.03,76.03
2014-04-09T00:00:00Z,India,IND,Agribusiness and Forestry,Lucid Colloids,34335,LUCID COLLOIDS LIMITED,Active,NA,NA,15,12.43,27.43
2014-04-08T00:00:00Z,World Region,WLD,Health and Education,Education Innovation Fund,32429,LEARN CAPITAL VENTURE PARTNERS III LP,Active,NA,NA,NA,20,20
2014-04-08T00:00:00Z,MENA Region,EMN,Financial Institutions,Wamda Ventures,33806,WAMDA MENA PARTNERS LTD,Active,NA,NA,NA,10,10
2014-04-04T00:00:00Z,Brazil,BRA,Financial Institutions,DARP SSF Plural,34608,Brasil Plural Special Situations Fundo de Investimento Multimercado Credito Privado,Completed,NA,NA,NA,22.36,22.36
2014-04-03T00:00:00Z,Africa Region,AFR,"Tourism, Retail, and Property",CITICC,34224,CITICC (AFRICA) Holding Limited,Active,NA,NA,0,60,60
2014-04-03T00:00:00Z,Ethiopia,ETH,Manufacturing,GTST Ethiopia II,34934,INDEPENDENT PETROLEUM GROUP K.S.C.P,Completed,NA,NA,150,NA,150
2014-04-02T00:00:00Z,Ghana,GHA,Financial Institutions,WCSS SG GHANA,34383,SOCIETE GENERALE GHANA LIMITED,Completed,NA,NA,30,NA,30
2014-04-01T00:00:00Z,Indonesia,INS,"Tourism, Retail, and Property",PT Ciputra Residence,33018,"CIPUTRA RESIDENCE, PT",Active,NA,25.19,NA,NA,25.19
2014-04-01T00:00:00Z,Bangladesh,BAN,Financial Institutions,Frontier II,34111,FRONTIER BANGLADESH II LP,Active,NA,NA,NA,20,20
2014-03-26T00:00:00Z,Cambodia,KAM,Financial Institutions,Amret MFI Equity,34748,AMRET PLC,Active,NA,NA,10,17.5,27.5
2014-03-25T00:00:00Z,Indonesia,INS,Financial Institutions,Muamalat SME,33884,"BANK MUAMALAT INDONESIA, PT TBK",Hold,NA,NA,NA,NA,NA
2014-03-25T00:00:00Z,"Congo, Democratic Republic of",ZAI,Manufacturing,PPC Barnet DRC,34135,PPC BARNET DRC QUARRYING S.A,Active,NA,NA,56.1,11.2,67.3
2014-03-24T00:00:00Z,East Asia and Pacific Region,EAP,Infrastructure,Sunergise Equity,34235,SUNERGISE INTERNATIONAL LIMITED,Active,NA,NA,NA,2,2
2014-03-21T00:00:00Z,"Congo, Democratic Republic of",ZAI,Manufacturing,Nyumba Ya Akiba,34623,NYUMBA YA AKIBA SA,Active,NA,NA,30,NA,30
2014-03-21T00:00:00Z,Chile,CHL,Financial Institutions,Darp SPV Chile,34882,La Avanzada Fondo de Inversion Privado,Completed,NA,NA,15,5,20
2014-03-19T00:00:00Z,"Macedonia, former Yugoslav Republic of",MKD,Financial Institutions,Tutunska Sub,34389,NLB BANKA AD SKOPJE,Completed,NA,NA,27.3,NA,27.3
2014-03-18T00:00:00Z,Brazil,BRA,"Telecommunications, Media, and Technology",On Telecom,33142,ON TELECOMUNICACOES LTDA,Active,NA,NA,30,25,55
2014-03-18T00:00:00Z,India,IND,Financial Institutions,Janalakshmi NCD,34576,JANA SMALL FINANCE BANK LIMITED,Completed,NA,NA,19.9,NA,19.9
2014-03-18T00:00:00Z,Tajikistan,TJK,Financial Institutions,Eskhata SL&SD'14,34671,Eskhata Bank OAO,Active,NA,NA,15,NA,15
2014-03-14T00:00:00Z,India,IND,Infrastructure,DJEPL and UUPPL,34565,DJ ENERGY PRIVATE LIMITED,Active,NA,NA,50.03,NA,50.03
2014-03-13T00:00:00Z,Lebanon,LEB,Financial Institutions,Fransabank CL II,34320,FRANSABANK SAL,Active,NA,NA,7,NA,7
2014-03-13T00:00:00Z,Lebanon,LEB,Financial Institutions,Lebanese Leasing Company,34321,LEBANESE LEASING COMPANY SAL,Active,NA,NA,1.5,NA,1.5
2014-03-12T00:00:00Z,Latin America Region,LAC,Financial Institutions,CCFP Bladex,33063,Banco Latinoamericano de Comercio Exterior S.A.,Active,NA,NA,175,NA,175
2014-03-10T00:00:00Z,Country Name Pending,NA,"Oil, Gas, and Mining",Bank Audi,33558,Company Name Pending,Active,NA,NA,37.5,NA,37.5
2014-03-06T00:00:00Z,Myanmar,BUA,"Tourism, Retail, and Property",Landmark Myanmar,33428,MEEYAHTA DEVELOPMENT LIMITED,Active,NA,NA,50,20,70
2014-03-06T00:00:00Z,Lebanon,LEB,Financial Institutions,Al Majmoua,33931,THE LEBANESE ASSOCIATION FOR DEVELOPMENT,Active,NA,NA,3,NA,3
2014-03-05T00:00:00Z,Turkey,TUR,"Oil, Gas, and Mining",Transatlantic,34457,Transatlantic Petroleum Ltd.,Completed,10,NA,50,NA,60
2014-03-05T00:00:00Z,China,CHA,Financial Institutions,CHUEE Rizhao,34463,"Bank of Rizhao Co., Ltd.",Completed,NA,24.01,NA,NA,24.01
2014-03-04T00:00:00Z,Nepal,NEP,Agribusiness and Forestry,Probiotech,33069,PROBIOTECH INDUSTRIES PRIVATE LIMITED,Active,NA,NA,NA,1.9,1.9
2014-03-04T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCSS Bank Asia,34184,BANK ASIA LTD,Completed,NA,NA,30,NA,30
2014-03-04T00:00:00Z,Uruguay,URU,Financial Institutions,Scanntech,34301,SCANNTECH,Active,NA,NA,NA,10,10
2014-03-04T00:00:00Z,India,IND,Health and Education,NephroPlus,34679,NEPHROCARE HEALTH SERVICES PRIVATE LIMITED,Active,NA,NA,NA,7,7
2014-02-28T00:00:00Z,World Region,WLD,Financial Institutions,CRRP,31847,RISK SHARING FACILITY CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,Completed,NA,88,NA,NA,88
2014-02-28T00:00:00Z,MENA Region,EMN,Financial Institutions,EuroMena III LP,34118,EUROMENA III LIMITED PARTNERSHIP,Active,NA,NA,NA,15,15
2014-02-28T00:00:00Z,World Region,WLD,Manufacturing,Mapei,34144,MAPEI SPA,Active,NA,NA,68.99,NA,68.99
2014-02-25T00:00:00Z,Peru,PER,Health and Education,Education Project - El Comercio,33332,PROYECTOS EDUCATIVOS INTEGRALES DEL PERU S.A.C.,Active,NA,NA,NA,25,25
2014-02-24T00:00:00Z,Colombia,CLM,Financial Institutions,FDN EQ,33862,FINANCIERA DE DESARROLLO NACIONAL SA,Active,NA,NA,NA,127.19,127.19
2014-02-24T00:00:00Z,Romania,ROM,Financial Institutions,Garanti MSME,34605,GARANTI BANK SA,Completed,NA,NA,48.29,NA,48.29
2014-02-21T00:00:00Z,Guatemala,GUA,Infrastructure,TCQ,32763,"TERMINAL DE CONTENEDORES QUETZAL, S.A.",Active,NA,NA,35,9.7,44.7
2014-02-21T00:00:00Z,South Africa,SOU,Agribusiness and Forestry,Westfalia Fruto Mocambique (Pty) ltd,34183,Westfalia Fruto Mozambique Limitada,Active,NA,NA,4.14,NA,4.14
2014-02-20T00:00:00Z,East Asia and Pacific Region,EAP,"Telecommunications, Media, and Technology",AEP II,34439,OLYMPUS GREEN CAPITAL PARTNERS II LP,Active,NA,NA,NA,25,25
